9542,2,36,3, 6,3,22,1,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,3, 6,3,22,1,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,5, 6,7,22,0,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,37,1, 6,5,21,8,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,5,21,8,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,37,2, 6,4,21,7,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3590/3590/3590/0/0
9542,2,37,3, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,37,2, 6,1,21,4,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3130/3130/3140/0/0
9542,2,37,5, 6,5,21,4,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3130/3130/3140/0/0
9542,2,37,5, 6,5,21,4,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/5/5/3130/2940/3480/1430/3480
9542,2,36,0, 6,5,22,3,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/2940/2940/2940/0/0
9542,2,35,9, 6,5,22,3,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/2940/2940/2940/0/0
9542,2,35,8, 6,5,22,3,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/2940/2940/2940/0/0
9542,2,36,9, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3590/3590/3590/0/0
9542,2,37,3, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,37,1, 6,5,21,8,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,5,21,8,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,37,2, 6,4,21,7,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3590/3590/3590/0/0
9542,2,37,3, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9501,,67,4,-0,5, 5,0,5,4, 7,0, 0,0,'', 0,1,2,-2,0,00,0,00,0,93,1,37,99,99,0,0,'','','',0,0,12,7,'',2,22681,1,18/0/0/3580/3580/3590/0/0
9501,,67,4,-0,5, 5,0,5,4, 7,0, 0,0,'', 0,1,2,-2,0,00,0,00,0,93,1,37,99,99,0,0,'','','',0,0,12,7,'',2,22681,1,18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3590/3590/3590/0/0
9542,2,37,3, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3590/3590/3590/0/0
9542,2,37,3, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9501,1426107000,67,4,-0,5, 5,0,5,4, 7,0, 0,0,'', 0,1,2,-2,0,00,0,00,0,93,1,37,99,99,0,0,'','','',0,0,12,7,'',2,22681,1,18/0/0/3580/3580/3590/0/0
9542,2,36,5, 6,7,22,0,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,37,1, 6,5,21,8,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,5,21,8,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,37,2, 6,4,21,7,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3590/3590/3590/0/0
9542,2,37,3, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9501,1426107000,67,4,-0,5, 5,0,5,4, 7,0, 0,0,'', 0,1,2,-2,0,00,0,00,0,93,1,37,99,99,0,0,'','','',0,0,12,7,'',2,22681,1,18/0/0/3580/3580/3590/0/0
9501,1426107000,67,4,-0,5, 5,0,5,4, 7,0, 0,0,'', 0,1,2,-2,0,00,0,00,0,93,1,37,99,99,0,0,'','','',0,0,12,7,'',2,22681,1,
9542,2,37,2, 6,4,21,7,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3590/3590/3590/0/0
9542,2,37,3, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,37,2, 6,4,21,7,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3590/3590/3590/0/0
9542,2,37,3, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9501,1426107000,67,4,-0,5, 5,0,5,4, 7,0, 0,0,'', 0,1,2,-2,0,00,0,00,0,93,1,37,99,99,0,0,'','','',0,0,12,7,'',2,22681,1,18/0/0/3580/3580/3590/0/0
9542,2,37,1, 6,5,21,8,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,5,21,8,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,37,2, 6,4,21,7,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,36,9, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3590/3590/3590/0/0
9542,2,37,3, 6,3,21,6,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,12,0,'','','','',18/0/0/3580/3580/3590/0/0
9542,2,42,0, 5,9,19,1,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,11,9,'','','','',18/0/0/3140/3140/3140/0/0
9542,2,41,8, 5,9,19,1,'','','','','','',0,0,0,0,0,0,0,0,'','','',0,1,11,9,'','','','',18/0/0/3140/3140/3140/0/0
